column,value,count
days_in_waiting_list,10,3
days_in_waiting_list,27,3
days_in_waiting_list,120,2
days_in_waiting_list,98,2
days_in_waiting_list,43,2
days_in_waiting_list,6,2
days_in_waiting_list,93,2
days_in_waiting_list,174,2
days_in_waiting_list,42,2
days_in_waiting_list,79,2
days_in_waiting_list,40,2
days_in_waiting_list,47,2
days_in_waiting_list,48,2
days_in_waiting_list,162,2
days_in_waiting_list,107,2
days_in_waiting_list,160,2
days_in_waiting_list,113,2
days_in_waiting_list,21,2
days_in_waiting_list,25,1
days_in_waiting_list,80,1
days_in_waiting_list,1,1
days_in_waiting_list,33,1
days_in_waiting_list,97,1
days_in_waiting_list,9,1
days_in_waiting_list,147,1
days_in_waiting_list,70,1
days_in_waiting_list,178,1
days_in_waiting_list,2,1
days_in_waiting_list,61,1
days_in_waiting_list,75,1
days_in_waiting_list,76,1
days_in_waiting_list,72,1
days_in_waiting_list,11,1
days_in_waiting_list,116,1
days_in_waiting_list,330,1
days_in_waiting_list,207,1
days_in_waiting_list,24,1
days_in_waiting_list,65,1
days_in_waiting_list,36,1
days_in_waiting_list,224,1
days_in_waiting_list,125,1
days_in_waiting_list,8,1
days_in_waiting_list,7,1
customer_type,2,7308
customer_type,3,2072
customer_type,0,342
customer_type,1,44
adr,62.0,279
adr,75.0,242
adr,90.0,214
adr,65.0,200
adr,80.0,170
adr,0.0,149
adr,85.0,137
adr,120.0,133
adr,110.0,124
adr,95.0,121
adr,130.0,115
adr,100.0,115
adr,60.0,104
adr,48.0,97
adr,70.0,93
adr,115.0,86
adr,140.0,81
adr,99.0,80
adr,108.0,75
adr,170.0,69
adr,126.0,65
adr,160.0,61
adr,68.0,59
adr,105.0,57
adr,89.0,56
adr,135.0,54
adr,79.2,50
adr,98.0,48
adr,58.0,47
adr,89.1,46
adr,117.0,46
adr,62.8,46
adr,66.0,45
adr,67.0,44
adr,107.1,44
adr,72.0,44
adr,50.0,43
adr,101.5,43
adr,96.0,42
adr,94.5,42
adr,76.5,41
adr,109.0,40
adr,88.0,40
adr,55.0,38
adr,125.0,37
adr,74.8,36
adr,72.25,35
adr,86.0,35
adr,119.0,33
adr,104.0,32
adr,40.0,31
adr,79.0,31
adr,81.0,31
adr,85.5,31
adr,82.0,30
adr,96.3,30
adr,80.75,30
adr,129.0,29
adr,90.95,29
adr,93.6,28
adr,80.1,28
adr,35.0,28
adr,64.0,28
adr,116.1,27
adr,107.0,27
adr,150.0,27
adr,130.5,26
adr,125.1,25
adr,180.0,25
adr,87.0,25
adr,43.0,25
adr,144.0,24
adr,36.0,24
adr,92.0,24
adr,78.0,23
adr,101.0,23
adr,168.3,23
adr,39.0,23
adr,84.0,23
adr,139.5,22
adr,128.0,22
adr,30.0,22
adr,112.0,22
adr,89.25,22
adr,106.0,22
adr,54.0,21
adr,88.4,21
adr,85.67,21
adr,135.9,21
adr,59.0,20
adr,45.0,20
adr,162.0,20
adr,46.0,20
adr,153.0,20
adr,230.0,20
adr,38.0,19
adr,105.3,19
adr,73.0,19
adr,56.0,19
adr,122.4,19
adr,109.8,19
adr,34.0,18
adr,112.5,18
adr,52.0,18
adr,37.8,18
adr,76.0,18
adr,138.0,18
adr,139.0,17
adr,114.0,17
adr,94.0,17
adr,93.0,17
adr,136.0,17
adr,124.0,17
adr,98.1,17
adr,155.0,17
adr,90.1,16
adr,114.3,16
adr,126.9,16
adr,134.0,16
adr,148.5,16
adr,112.67,16
adr,123.0,16
adr,103.5,16
adr,145.0,16
adr,200.0,15
adr,149.4,15
adr,121.5,15
adr,190.0,15
adr,141.0,15
adr,29.0,15
adr,67.5,15
adr,91.8,15
adr,61.0,14
adr,120.6,14
adr,117.9,14
adr,169.0,14
adr,195.0,14
adr,44.0,14
adr,118.8,14
adr,189.0,14
adr,152.1,14
adr,42.0,13
adr,118.0,13
adr,33.3,13
adr,147.0,13
adr,159.0,13
adr,127.0,13
adr,121.0,13
adr,91.0,13
adr,100.8,13
adr,152.0,13
adr,69.0,13
adr,210.0,13
adr,102.0,13
adr,100.3,13
adr,156.0,13
adr,25.0,12
adr,82.45,12
adr,146.0,12
adr,112.2,12
adr,137.7,12
adr,47.0,12
adr,149.0,12
adr,102.6,12
adr,74.0,11
adr,37.0,11
adr,49.0,11
adr,185.0,11
adr,83.0,11
adr,175.5,11
adr,113.4,11
adr,63.0,11
adr,132.3,11
adr,90.9,11
adr,77.0,11
adr,78.3,11
adr,71.0,11
adr,111.0,11
adr,88.2,10
adr,79.5,10
adr,54.5,10
adr,172.0,10
adr,97.0,10
adr,140.4,10
adr,113.0,10
adr,55.8,10
adr,115.2,9
adr,174.0,9
adr,166.0,9
adr,154.0,9
adr,103.7,9
adr,43.2,9
adr,106.2,9
adr,41.4,9
adr,71.1,9
adr,97.2,9
adr,104.4,9
adr,179.0,9
adr,133.0,9
adr,161.0,9
adr,81.9,8
adr,240.0,8
adr,137.0,8
adr,175.0,8
adr,95.2,8
adr,171.0,8
adr,165.0,8
adr,114.4,8
adr,209.0,8
adr,159.3,8
adr,57.0,8
adr,27.0,8
adr,131.0,8
adr,123.3,8
adr,143.1,8
adr,199.0,8
adr,148.0,8
adr,224.0,8
adr,87.3,8
adr,198.0,7
adr,131.4,7
adr,219.0,7
adr,156.6,7
adr,122.0,7
adr,176.0,7
adr,119.85,7
adr,72.75,7
adr,73.95,7
adr,221.0,7
adr,103.0,7
adr,132.0,7
adr,26.0,7
adr,179.1,7
adr,49.95,7
adr,109.65,7
adr,216.0,7
adr,133.33,7
adr,207.9,7
adr,44.5,7
adr,32.0,7
adr,136.8,7
adr,260.0,7
adr,177.3,7
adr,99.45,7
adr,164.0,7
adr,204.0,6
adr,99.9,6
adr,101.7,6
adr,177.0,6
adr,74.25,6
adr,96.25,6
adr,12.0,6
adr,77.35,6
adr,96.9,6
adr,127.8,6
adr,97.5,6
adr,250.0,6
adr,80.3,6
adr,50.4,6
adr,26.1,6
adr,8.0,6
adr,211.0,6
adr,157.0,6
adr,166.5,6
adr,6.0,6
adr,151.0,6
adr,207.0,6
adr,46.4,6
adr,95.4,6
adr,52.2,6
adr,146.7,6
adr,115.6,6
adr,136.5,5
adr,61.2,5
adr,157.5,5
adr,138.6,5
adr,69.3,5
adr,86.4,5
adr,86.55,5
adr,138.55,5
adr,63.75,5
adr,38.5,5
adr,30.24,5
adr,142.2,5
adr,99.5,5
adr,150.3,5
adr,206.0,5
adr,181.0,5
adr,73.5,5
adr,88.5,5
adr,225.0,5
adr,127.5,5
adr,158.0,5
adr,130.05,5
adr,194.0,5
adr,202.0,5
adr,49.5,5
adr,167.0,5
adr,94.8,5
adr,34.4,5
adr,130.9,5
adr,132.6,5
adr,116.0,5
adr,73.8,5
adr,196.0,5
adr,104.85,5
adr,92.65,5
